ID_Record,Legal Account,Bus External ID,Legal Firm,Legal Type,Legal Type Def,Legal Status,LE Creation Date,LE Modified Date,LE Closed Date,Legal Tax Category,IRS TIN ID,MPID,GIIN ID,FACTA ID,WCIS ID,TEFRA ID,Flag LE Closed Date vs LE Modified Date,Flag LE Closed Date vs LE Creation Date,Flag Closed Date vs Status
729,94608608,4OTS0069,Davis & Carter Counselors,CREDIT,Credit Account,ACTIVE,2017-12-13,2019-05-31,,G,5947349,685629,880956,187822175,39511,9463011,N,N,N
831,16669502,3YIQ0945,Jackson & Evans Counsel,TRADR,Trader credential account,ACTIVE,2006-04-17,2017-11-19,,Ba,7098772,662952,657259,237069083,84099,7506038,N,N,N
262,12069736,6GEK0670,King & Jackson Counsel,CORP,Corporation Division,ACTIVE,1994-04-05,2000-08-04,,G,2894636,626842,945423,370881912,47125,3221768,N,N,N
527,53059214,2FDG0351,Evans & Quinn Justice,TRADR,Trader credential account,ACTIVE,2009-11-16,2023-07-05,,G,1686235,434979,105868,796917336,61423,4851891,N,N,N
559,87873245,0YSF0641,Carter & Vasquez Solicitors,TTEE,"In the case of the certificate of deposit, the trustee is most likely someone charged with taking care of the money until the person it is intended for comes of an age to receive it",ACTIVE,2008-12-17,2014-12-30,,D,1092144,709291,154849,351462238,69007,2088229,N,N,N
126,90403517,2TNQ0332,Harris & Evans Attorneys,AFFRS,Affairs,CLOSED,1991-07-04,2005-07-09,2023-05-12,Bt,7984775,798233,476427,515411140,74748,8034870,N,N,N
102,14549167,3LHV0596,Harris & Roberts Advisors,AFFRS,Affairs,ACTIVE,2006-12-20,2008-02-10,,Ba,4798955,417531,879149,166116735,95607,7783775,N,N,N
574,85031478,0CRD0950,Young & Lewis Barristers,CORP,Corporation Division,ACTIVE,2015-08-22,2019-04-09,,Ba,2092286,336026,220610,341732796,24159,8626829,N,N,N
70,21822677,2OLI0365,Carter & Roberts Advocates,BENE,Beneficiary credentail for investment,ACTIVE,2022-11-16,2023-05-18,,D,3632065,270162,566394,462491959,33272,8003501,N,N,N
29,32988815,3LHV0596,Jackson & Smith Attorneys,TTEE,"In the case of the certificate of deposit, the trustee is most likely someone charged with taking care of the money until the person it is intended for comes of an age to receive it",CLOSED,2004-04-03,2012-05-01,2012-12-27,G,2380460,777656,782830,805918044,69177,1404110,N,N,N
110,21499615,3IUU0439,Smith & Martin Advisors,TRADR,Trader credential account,ACTIVE,1993-07-16,1996-09-20,,G,2055108,312057,232340,195833179,75399,9845797,N,N,N
308,96377514,5TAD0949,Owens & King Solicitors,AFD,Allowance For Depreciation,ACTIVE,2003-10-16,,,D,1355041,782360,621123,157327920,51456,1089426,N,N,N
642,83972745,2AEX0128,Parker & Harris Solicitors,TRADR,Trader credential account,CLOSED,1998-11-21,2000-04-04,2014-01-21,N,4732221,237225,214115,709595035,81135,3633489,N,N,N
497,48585528,8YMC0634,Owens & Baker Advocates,AFD,Allowance For Depreciation,ACTIVE,2018-10-31,2021-02-19,,N,5279641,732435,707712,197583785,96553,1834361,N,N,N
890,84846520,3RYS0252,,BENE,Beneficiary credentail for investment,ACTIVE,2007-02-04,2020-04-09,,I,7104503,853952,531259,232023130,75483,1291853,N,N,N
477,26331440,1FYH0642,Zimmerman & Jackson Advisors,GUNTE,"The bank guarantee means that the lender will ensure that the liabilities of a debtor will be met. In other words, if the debtor fails to settle a debt, the bank will cover it",ACTIVE,2020-01-08,2022-08-26,,I,2386317,528794,306183,824655698,66363,9598021,N,N,N
257,35780302,5TAD0949,Underwood & Vasquez Advocates,AFF,Available Funds File,CLOSED,1994-03-24,2012-11-13,2023-12-20,Ba,7169689,597685,872084,370053055,94598,7256573,N,N,N
302,71497604,7OCC0576,Lewis & Vasquez Advisors,BANK,Bank Division,ACTIVE,2009-08-10,2022-09-24,,G,9200420,694590,493589,901034381,67392,5521644,N,N,N
804,34062388,4VMV0537,Nelson & Roberts Counsel,AG,Agriculture,HISTORY,2007-03-03,2018-06-14,2018-09-21,M,6891060,608991,790850,833299448,60836,5185293,N,N,N
681,30969977,1AMH0810,,AFF,Available Funds File,ACTIVE,2004-03-06,2006-10-10,,D,4596093,752663,834661,397800527,56473,5175873,N,N,N
627,28379432,5ERN0322,King & Anderson Advisors,TTEE,"In the case of the certificate of deposit, the trustee is most likely someone charged with taking care of the money until the person it is intended for comes of an age to receive it",ACTIVE,2004-08-28,2017-11-07,,Bt,6486636,536531,986171,655817152,37006,1281215,N,N,N
255,52062651,6VPA0438,,CREDIT,Credit Account,ACTIVE,2010-05-22,2016-06-10,,Bt,9277441,802553,760599,447664840,36354,3918785,N,N,N
802,37454829,9EQT0592,Garcia & Harris Defenders,TRADR,Trader credential account,ACTIVE,2021-02-10,2021-05-09,,Bt,5501961,377722,264475,796558126,89016,3445817,N,N,N
271,50456578,9FWR0602,Smith & King Counsel,CREDIT,Credit Account,CLOSED,2018-08-05,2023-01-05,2023-04-24,G,9274479,462138,227305,577823072,59078,6215301,N,N,N
852,20545243,1FPF0787,Anderson & Baker Associates,BANK,Bank Division,ACTIVE,2022-09-06,2022-09-22,,Bt,9390165,827637,735787,287303614,46366,4276223,N,N,N
230,49961297,6JUD0418,Young & Garcia Legal,AFFRS,Affairs,ACTIVE,2016-10-14,2017-09-14,,Ba,2451790,894680,498146,593836433,14386,4660746,N,N,N
588,49580509,9AGP0073,Young & Roberts Law,CORP,Corporation Division,ACTIVE,2021-04-07,2022-05-15,,Bt,3474431,421706,196960,972144374,96851,4208768,N,N,N
675,21424926,3BCP0529,Vasquez & Carter Justice,GUNTE,"The bank guarantee means that the lender will ensure that the liabilities of a debtor will be met. In other words, if the debtor fails to settle a debt, the bank will cover it",ACTIVE,1991-02-01,2023-03-25,,I,6409010,452783,820244,200243437,48584,3955084,N,N,N
983,70786814,7LKI0573,Lewis & Baker Counselors,TTEE,"In the case of the certificate of deposit, the trustee is most likely someone charged with taking care of the money until the person it is intended for comes of an age to receive it",HISTORY,2019-10-22,2023-07-16,2024-01-13,G,6834773,379917,549409,337488933,38371,2408347,N,N,N
204,40678084,7MZP0652,Baker & Evans Law,GUNTE,"The bank guarantee means that the lender will ensure that the liabilities of a debtor will be met. In other words, if the debtor fails to settle a debt, the bank will cover it",ACTIVE,2012-05-17,2022-10-20,,D,3185753,747135,783050,518114289,78891,6510174,N,N,N
256,79818353,4WTA0466,Vasquez & Zimmerman Partners,TRADR,Trader credential account,ACTIVE,1996-05-24,1998-11-07,,I,2783081,179867,718253,142295827,85043,3454917,N,N,N
306,60493238,8JWL0804,Underwood & Owens Associates,GUNTE,"The bank guarantee means that the lender will ensure that the liabilities of a debtor will be met. In other words, if the debtor fails to settle a debt, the bank will cover it",ACTIVE,2004-04-18,2005-10-18,,I,6545269,221319,721895,230797198,95753,1347284,N,N,N
254,59532503,5IDM0557,Williams & Taylor Advisors,AFFRS,Affairs,ACTIVE,2018-03-28,2023-11-04,,Ba,7274602,664778,175529,478174077,76658,5151022,N,N,N
51,46191674,4OTS0069,,AG,Agriculture,ACTIVE,2002-06-04,2022-08-30,,N,1831319,870462,689378,440331123,28049,9089944,N,N,N
947,84804428,6QUB0347,Underwood & Owens Legal,ADVIS,Legal Advisor,ACTIVE,2019-08-18,2023-04-23,,N,8586808,165426,980231,186217601,42326,3425486,N,N,N
576,93588489,5GAX0646,,TRADR,Trader credential account,ACTIVE,1998-07-17,2015-08-06,,Bt,9016481,344946,225102,206985538,27045,5203376,N,N,N
511,19147842,5YZS0230,King & Parker Counselors,TTEE,"In the case of the certificate of deposit, the trustee is most likely someone charged with taking care of the money until the person it is intended for comes of an age to receive it",ACTIVE,2015-12-25,2016-01-15,,G,5619134,860621,306207,247018419,54346,6837716,N,N,N
190,46171800,9QJN0543,Vasquez & Young Justice,CREDIT,Credit Account,CLOSED,2020-03-31,2020-12-29,2022-05-15,G,7140071,394824,468761,136009070,60311,7829960,N,N,N
248,92428363,9SZU0926,Quinn & Davis Solicitors,CORP,Corporation Division,CLOSED,2023-04-17,2023-05-06,2023-08-28,D,4202517,309646,670536,722652232,32154,2157737,N,N,N
118,10112444,6QUB0347,,TTEE,"In the case of the certificate of deposit, the trustee is most likely someone charged with taking care of the money until the person it is intended for comes of an age to receive it",ACTIVE,2001-09-24,,,N,7221182,822843,798780,158032107,81687,3321621,N,N,N
713,32988815,0BMB0835,Roberts & Martin Consultants,AFD,Allowance For Depreciation,ACTIVE,2018-08-16,2019-12-13,,N,3071801,181999,262031,313500847,29810,1870287,N,N,N
284,74266804,2FYP0527,Taylor & Davis Advisors,AG,Agriculture,ACTIVE,2010-11-07,2018-07-01,,Bt,1162445,143278,413656,398863616,44823,1071850,N,N,N
742,99617086,4RZT0682,Fisher & Young Law,AGENT,An agent bank acts as a bank performing some specific duties on behalf of another party,ACTIVE,2016-02-02,2017-08-02,,D,7419310,887780,760252,362659433,48431,6332773,N,N,N
390,28722811,6KJB0563,Zimmerman & Williams Prosecutors,BENE,Beneficiary credentail for investment,ACTIVE,2006-09-24,2014-02-17,,G,3460348,497001,390456,241922167,88115,5345729,N,N,N
784,45411502,3TTZ0002,Davis & Anderson Litigators,CREDIT,Credit Account,ACTIVE,1995-01-28,2001-03-19,,N,5891302,392104,839934,841029892,23344,2206542,N,N,N
2,28722811,7GNJ0257,Nelson & Baker Defenders,BANK,Bank Division,ACTIVE,2015-01-25,2018-02-22,,Bt,1582053,471091,736456,813318773,69463,1036678,N,N,N
750,15462815,4RSX0571,Parker & Quinn Counselors,TTEE,"In the case of the certificate of deposit, the trustee is most likely someone charged with taking care of the money until the person it is intended for comes of an age to receive it",ACTIVE,2007-05-27,2016-08-24,,G,3052937,442926,185728,629724189,66551,7856954,N,N,N
289,20036483,5UHL0931,Lewis & Anderson Prosecutors,CREDIT,Credit Account,ACTIVE,2004-07-14,2020-03-20,,M,9144063,795258,629843,570912800,19388,4217368,N,N,N
575,16806072,5LQG0302,,AFFRS,Affairs,ACTIVE,1995-06-08,2010-11-24,,D,6164008,627357,339956,588883024,42016,2691963,N,N,N
946,86128922,7ZYG0347,Parker & Vasquez Counselors,AG,Agriculture,ACTIVE,2015-02-21,2021-07-26,,D,6930159,809387,353373,381420514,70881,6980983,N,N,N
103,32241319,4SBR0205,Garcia & Baker Legal,AGENT,An agent bank acts as a bank performing some specific duties on behalf of another party,ACTIVE,1999-06-19,2004-02-01,,M,8779467,622630,341223,309897024,37110,4985486,N,N,N
823,80878544,3JAZ0292,Taylor & Jackson Justice,AG,Agriculture,HISTORY,1999-11-01,2018-12-22,2019-10-07,M,8067388,781942,315376,258472442,50010,1652193,N,N,N
162,72733273,6YYX0587,,AG,Agriculture,CLOSED,2016-08-20,2018-03-31,2022-11-04,Ba,6186361,491819,354518,300027903,24062,1321796,N,N,N
683,53268269,5HJT0444,,AFF,Available Funds File,ACTIVE,1990-03-27,2009-09-24,,D,7584101,509294,697009,475372346,67753,2858086,N,N,N
447,33699635,3KAJ0007,Carter & Baker Consultants,TTEE,"In the case of the certificate of deposit, the trustee is most likely someone charged with taking care of the money until the person it is intended for comes of an age to receive it",HISTORY,2022-04-17,2023-03-12,2023-07-15,G,1116206,457133,575393,288717926,46105,6954861,N,N,N
988,42012906,1AMH0810,Evans & Zimmerman Attorneys,TTEE,"In the case of the certificate of deposit, the trustee is most likely someone charged with taking care of the money until the person it is intended for comes of an age to receive it",ACTIVE,1991-11-03,2020-08-14,,M,8112518,930034,480067,457795643,45618,3374402,N,N,N
234,96628970,3HOX0799,Williams & Garcia Barristers,ADVIS,Legal Advisor,ACTIVE,1991-12-04,1992-10-25,,N,4333824,658586,315183,450761292,96671,1851252,N,N,N
498,34384230,1RYU0553,,TRADR,Trader credential account,ACTIVE,2021-10-18,2022-01-25,,Ba,3799756,124005,962047,881560162,66321,8348503,N,N,N
401,38135045,6EWK0549,Fisher & Young Defenders,GUNTE,"The bank guarantee means that the lender will ensure that the liabilities of a debtor will be met. In other words, if the debtor fails to settle a debt, the bank will cover it",ACTIVE,1999-04-02,2018-03-19,,G,8500281,269749,721214,312895438,26423,4039666,N,N,N
776,99206616,3EZT0096,Underwood & Taylor Legal,TTEE,"In the case of the certificate of deposit, the trustee is most likely someone charged with taking care of the money until the person it is intended for comes of an age to receive it",HISTORY,2012-01-22,2014-04-13,2016-10-13,I,4283357,682034,231298,303686122,98009,9972523,N,N,N
557,52844763,0HLO0740,Garcia & Quinn Litigators,AG,Agriculture,ACTIVE,2008-09-09,2019-07-05,,M,8951565,119138,848994,704679310,99103,2433800,N,N,N
915,81909353,1SIE0430,Jackson & Davis Legal,AG,Agriculture,CLOSED,1998-06-03,2019-02-20,2019-03-28,Bt,6794197,896297,360942,381533905,85270,9339498,N,N,N
50,38563885,4QKH0877,King & Williams Counsel,AFFRS,Affairs,ACTIVE,1996-12-14,2008-11-03,,M,8980176,845139,343117,503555536,89648,8933439,N,N,N
538,29867505,3IPH0340,Harris & Martin Counselors,BANK,Bank Division,CLOSED,1994-11-05,2003-08-27,2015-09-01,I,9173600,929185,777223,502921789,60920,6467252,N,N,N
314,59581317,7IDU0561,Smith & Fisher Litigators,GUNTE,"The bank guarantee means that the lender will ensure that the liabilities of a debtor will be met. In other words, if the debtor fails to settle a debt, the bank will cover it",ACTIVE,2010-08-26,2015-04-07,,Bt,3733252,320055,583750,342050953,42843,3567478,N,N,N
507,53456759,2GGI1000,Quinn & Underwood Law,CORP,Corporation Division,HISTORY,1992-02-03,2019-07-05,2020-03-16,M,2622940,731982,198048,903212784,94717,4409505,N,N,N
121,73165150,5QLZ0554,Lewis & Nelson Counselors,AG,Agriculture,ACTIVE,2004-09-12,2020-01-20,,Bt,6203645,378482,644581,552100913,43181,7403234,N,N,N
162,46885331,4UGT0105,Jackson & Parker Prosecutors,AFD,Allowance For Depreciation,ACTIVE,2002-08-22,2005-06-16,,G,9930436,830646,661664,102614163,42778,6182452,N,N,N
172,26505047,8DWB0007,Lewis & Quinn Partners,AG,Agriculture,ACTIVE,2014-12-09,2017-04-21,,G,2396186,978277,526199,789968634,49818,8785104,N,N,N
960,34573549,7FDR0839,,AG,Agriculture,ACTIVE,2001-03-18,2022-09-22,,G,6061789,723565,540416,236041953,49919,2606797,N,N,N
789,52405006,7RRT0307,Carter & Underwood Consultants,BANK,Bank Division,ACTIVE,1997-12-11,2020-05-14,,I,2540558,245860,251904,689214034,93969,3921627,N,N,N
343,48240182,4TAG0594,Smith & Baker Law,BANK,Bank Division,ACTIVE,2008-03-09,2012-04-12,,Ba,1047294,639120,807453,541030856,99423,3660817,N,N,N
520,79702832,1XAG0964,,AFD,Allowance For Depreciation,ACTIVE,2016-12-17,2020-11-21,,N,4564757,921611,986025,292536421,79579,6232763,N,N,N
202,91153179,6TNA0941,,GUNTE,"The bank guarantee means that the lender will ensure that the liabilities of a debtor will be met. In other words, if the debtor fails to settle a debt, the bank will cover it",CLOSED,1996-09-17,2023-11-07,2023-12-06,I,2949122,211218,366705,580231999,76601,4271900,N,N,N
32,80071652,4WZB0640,Young & Parker Litigators,TRADR,Trader credential account,ACTIVE,2002-11-02,,,Bt,5295992,393934,353255,103884243,70979,9911533,N,N,N
237,56594566,9BVN0474,Owens & Davis Law,AFFRS,Affairs,HISTORY,2010-04-02,2017-10-10,2018-03-26,I,8034823,783207,986668,750818679,28373,7416930,N,N,N
197,51558401,7YKS0956,Parker & Roberts Solicitors,CREDIT,Credit Account,ACTIVE,1994-03-17,1998-10-31,,M,7380436,167343,709615,820461723,98395,7218504,N,N,N
802,24471856,1KLO0798,Jackson & Zimmerman Law,CORP,Corporation Division,ACTIVE,1993-03-01,1998-09-25,,M,4672255,556959,586255,986446255,11124,5331454,N,N,N
505,59532503,0ZZY0023,,AFFRS,Affairs,ACTIVE,2016-10-24,2021-01-20,,I,6109639,872397,614171,121236627,40990,8537237,N,N,N
296,95443082,2KAE0122,Vasquez & Davis Advisors,GUNTE,"The bank guarantee means that the lender will ensure that the liabilities of a debtor will be met. In other words, if the debtor fails to settle a debt, the bank will cover it",ACTIVE,2010-05-08,2014-09-15,,M,1759997,321530,369375,675494501,71914,2707668,N,N,N
727,63202186,5LAN0157,Davis & Young Justice,GUNTE,"The bank guarantee means that the lender will ensure that the liabilities of a debtor will be met. In other words, if the debtor fails to settle a debt, the bank will cover it",HISTORY,2022-09-27,2023-08-13,2023-10-12,D,5916636,472156,879998,736649637,45414,4490245,N,N,N
691,16268282,2AEX0128,Anderson & King Counselors,AGENT,An agent bank acts as a bank performing some specific duties on behalf of another party,ACTIVE,2022-06-01,2023-07-19,,I,6678422,399108,715391,309933617,48894,1493217,N,N,N
480,47665260,1MXE0985,,AFFRS,Affairs,ACTIVE,2019-09-08,2023-09-07,,G,9006205,589059,837030,990893737,20431,4934838,N,N,N
650,30342357,4SQU0996,King & Owens Consultants,AGENT,An agent bank acts as a bank performing some specific duties on behalf of another party,ACTIVE,2023-10-31,2024-01-29,,D,6111026,599571,156258,901274183,45515,9654703,N,N,N
656,41466196,1FAZ0638,Harris & Martin Counselors,AFFRS,Affairs,ACTIVE,2012-03-18,2013-11-06,,M,5807247,149801,300276,757518447,86769,2291645,N,N,N
964,21583926,3FXJ0725,Harris & Davis Legal,AGENT,An agent bank acts as a bank performing some specific duties on behalf of another party,ACTIVE,2001-11-09,2021-06-28,,G,9871550,279928,473661,722550012,56938,9545506,N,N,N
549,25457588,5RYT0676,Zimmerman & Jackson Law,AFF,Available Funds File,ACTIVE,2019-02-15,2022-12-19,,I,7855382,273881,917783,147975667,47104,9627220,N,N,N
835,35930692,6WDY0542,Martin & Taylor Consultants,TTEE,"In the case of the certificate of deposit, the trustee is most likely someone charged with taking care of the money until the person it is intended for comes of an age to receive it",HISTORY,2016-06-02,,2021-02-17,Bt,8071356,571806,835932,786197640,52034,1561598,N,N,N
573,92898143,8PVE0121,Evans & Carter Prosecutors,CORP,Corporation Division,CLOSED,2019-02-25,2023-05-13,2023-12-02,Ba,2745977,401385,633644,541320504,86979,3336488,N,N,N
975,88592430,7TJJ0818,Vasquez & Zimmerman Advisors,BANK,Bank Division,ACTIVE,2005-08-10,2008-05-13,,D,2715327,634910,682674,516865399,30896,9069960,N,N,N
119,21424926,5NQX0920,Vasquez & Harris Advisors,CREDIT,Credit Account,ACTIVE,2018-06-02,2019-01-17,,Ba,6924357,239029,729174,985549272,96954,7797816,N,N,N
222,19511389,8VTB0384,,TTEE,"In the case of the certificate of deposit, the trustee is most likely someone charged with taking care of the money until the person it is intended for comes of an age to receive it",ACTIVE,2000-10-25,2015-10-11,,D,6940647,514611,885296,513602181,74522,2375036,N,N,N
920,86266315,9HPR0315,Anderson & Owens Legal,CREDIT,Credit Account,ACTIVE,2023-04-12,2024-01-05,,D,4436781,340131,413254,313676004,53928,9257446,N,N,N
40,60171557,1WOU0659,Williams & Zimmerman Attorneys,TTEE,"In the case of the certificate of deposit, the trustee is most likely someone charged with taking care of the money until the person it is intended for comes of an age to receive it",ACTIVE,2018-11-15,2021-08-27,,I,4982833,931088,258495,993377389,94330,7260337,N,N,N
365,94084740,2TNQ0332,Nelson & Carter Defenders,CREDIT,Credit Account,ACTIVE,2022-10-19,2023-08-09,,I,6856924,909128,400115,787867781,84390,8602865,N,N,N
31,62486800,8XDE0638,Zimmerman & King Legal,AFF,Available Funds File,HISTORY,1997-03-30,2018-03-30,2018-09-01,N,5555802,710972,661070,539772460,82800,6561995,N,N,N
200,88413755,3DCE0190,Vasquez & Roberts Defenders,ADVIS,Legal Advisor,ACTIVE,2006-10-10,2010-07-19,,D,6022054,753207,161323,726076089,59577,8230936,N,N,N
889,72131111,1IRH0954,Roberts & Quinn Legal,AFF,Available Funds File,ACTIVE,2022-07-21,2022-12-28,,I,3317815,971914,428395,374461694,90478,9041104,N,N,N
90,47780283,5GOT0204,Anderson & Garcia Law,TRADR,Trader credential account,ACTIVE,1992-06-04,2009-07-20,,I,8440783,507154,858666,944075420,72102,8059351,N,N,N
230,72131111,5DGG0847,,BANK,Bank Division,ACTIVE,1992-05-25,2012-05-14,,G,6110809,577363,830906,606409962,60741,2701971,N,N,N
150,78917010,4SQU0996,,AFFRS,Affairs,ACTIVE,2020-05-01,2023-08-18,,M,9741179,910471,555517,674336167,83565,9637061,N,N,N
110,33237681,3ICJ0481,Vasquez & Quinn Associates,TRADR,Trader credential account,ACTIVE,1994-11-25,1997-08-14,,D,9188386,842550,458580,367280771,99694,5305805,N,N,N
721,52062651,1NBS0604,Roberts & Zimmerman Advocates,CORP,Corporation Division,CLOSED,2006-02-28,2018-08-10,2023-04-16,M,4606682,268011,985665,375088469,61699,9560455,N,N,N
839,83503463,2AOZ0611,Young & Vasquez Justice,AG,Agriculture,ACTIVE,1990-01-18,1991-04-03,,N,8038628,852138,486145,656943774,58175,8339839,N,N,N
451,58745687,6WZX0187,Evans & Carter Law,AFF,Available Funds File,ACTIVE,2003-01-31,2016-03-11,,M,1607658,840151,106311,875824819,85614,8828349,N,N,N
124,17508686,9LMM0353,Fisher & Baker Litigators,BANK,Bank Division,ACTIVE,2023-01-25,,,M,4360063,270067,876678,857411754,58021,4537328,N,N,N
264,20545243,6YQK0684,Baker & Williams Counsel,BANK,Bank Division,HISTORY,1996-08-05,2005-05-24,2019-05-09,D,9819482,865603,452180,799005947,67277,2274086,N,N,N
746,17469048,1LOD0176,Owens & Martin Counsel,AG,Agriculture,ACTIVE,2005-05-31,2011-02-03,,Ba,9365031,738440,621227,233190265,83656,3851899,N,N,N
511,53456759,6FXQ0025,Williams & Roberts Defenders,AFFRS,Affairs,ACTIVE,2021-09-02,,,M,7976454,472973,939435,269774474,74587,5512432,N,N,N
985,87953468,2RGV0472,Owens & Roberts Associates,BANK,Bank Division,ACTIVE,2000-10-22,2013-08-20,,Bt,2167389,745899,901610,192146030,16513,8090811,N,N,N
217,39510167,9NZN0352,,TRADR,Trader credential account,ACTIVE,2001-08-14,2023-01-31,,I,5643480,761222,904465,451879346,26984,8034629,N,N,N
176,88190024,7JQX0257,Jackson & Underwood Legal,AG,Agriculture,ACTIVE,1994-03-25,1999-01-12,,Bt,6074792,664379,796517,511618904,65848,7911443,N,N,N
370,39685992,6CEG0130,Garcia & Vasquez Prosecutors,TRADR,Trader credential account,ACTIVE,1996-07-03,2006-01-22,,M,5558011,722344,718331,627259788,39495,8311760,N,N,N
863,76477587,7ATV0287,Taylor & Harris Defenders,TRADR,Trader credential account,ACTIVE,2008-06-20,2022-05-10,,N,4582709,661040,891833,943615739,38820,9437541,N,N,N
398,80603877,4IZH0975,Jackson & Garcia Partners,CREDIT,Credit Account,ACTIVE,2012-12-07,2021-03-12,,D,9807264,655103,251289,423689338,99848,3672245,N,N,N
633,95445697,2MZP0177,Roberts & Nelson Defenders,AGENT,An agent bank acts as a bank performing some specific duties on behalf of another party,ACTIVE,2016-12-05,2019-04-25,,D,3854210,106236,998596,118058321,38166,2229802,N,N,N
59,53134581,8PWZ0698,Young & Martin Consultants,AG,Agriculture,CLOSED,2005-01-27,2007-09-18,2009-08-31,I,3678716,527391,993572,612893916,62489,3043686,N,N,N
106,28711131,3RIS0881,Young & Zimmerman Advocates,AG,Agriculture,ACTIVE,2010-08-30,2023-09-18,,G,5624146,565991,584663,161260682,47008,8436737,N,N,N
966,29491027,5YBE0039,Carter & Anderson Defenders,AFF,Available Funds File,ACTIVE,2017-03-05,,,N,7416771,186761,526046,140573381,99185,3532617,N,N,N
87,79158724,0WJC0202,Nelson & Lewis Partners,CREDIT,Credit Account,HISTORY,2001-07-10,2003-08-21,2019-01-15,N,4774036,905216,385512,147057465,49385,7264735,N,N,N
915,80471878,7FZI0281,Young & Vasquez Counsel,CORP,Corporation Division,CLOSED,1991-12-26,1997-05-08,2009-05-12,I,1640492,264704,117120,895697566,97884,7129874,N,N,N
782,47518072,6OWZ0648,Vasquez & Fisher Defenders,AFFRS,Affairs,ACTIVE,1998-08-04,2018-03-19,,Bt,6645195,510445,179482,663040667,80896,2595119,N,N,N
369,46885331,0JOT0653,Davis & Evans Consultants,CORP,Corporation Division,HISTORY,1998-03-15,2001-07-13,2023-01-29,G,6639889,884013,574687,489008822,88984,7830837,N,N,N
416,16427295,7DFD0855,Parker & Evans Barristers,TRADR,Trader credential account,ACTIVE,2008-09-22,2022-05-11,,N,9738341,851930,884346,907288211,19365,1324104,N,N,N
640,88306991,6IFK0782,Smith & Taylor Legal,TTEE,"In the case of the certificate of deposit, the trustee is most likely someone charged with taking care of the money until the person it is intended for comes of an age to receive it",CLOSED,1990-08-09,1991-06-21,1998-08-26,M,3552155,413234,933389,937311863,23534,4534620,N,N,N
866,75985297,9UVJ0691,Evans & Vasquez Partners,ADVIS,Legal Advisor,ACTIVE,1995-05-08,2009-03-22,,Ba,1349524,598246,629759,868504135,31798,1276370,N,N,N
25,55308154,3MYC0236,Parker & Evans Solicitors,ADVIS,Legal Advisor,HISTORY,2020-04-27,2021-02-03,2023-10-06,Bt,2894889,955405,782304,849242732,52763,1977315,N,N,N
45,83942587,3XSH0529,,TTEE,"In the case of the certificate of deposit, the trustee is most likely someone charged with taking care of the money until the person it is intended for comes of an age to receive it",ACTIVE,1996-01-02,,,D,3434354,931534,964780,925149548,85622,5320833,N,N,N
387,74366052,0WJC0202,Williams & Young Legal,AFFRS,Affairs,CLOSED,1999-04-13,2010-12-07,2020-02-25,G,4151753,415879,261174,457110993,75626,1841082,N,N,N
488,37828211,9ATY0110,Zimmerman & Parker Counsel,GUNTE,"The bank guarantee means that the lender will ensure that the liabilities of a debtor will be met. In other words, if the debtor fails to settle a debt, the bank will cover it",ACTIVE,2008-01-09,2022-03-26,,Bt,8859083,119397,388206,917952894,93381,1985929,N,N,N
610,66186145,8GHW0708,,BANK,Bank Division,ACTIVE,2018-09-09,,,G,4867003,690338,937529,201464840,57542,8594193,N,N,N
321,95692685,3ZXA0547,,AFD,Allowance For Depreciation,ACTIVE,1997-04-02,2012-09-05,,Ba,2970471,173536,306969,944670306,84467,9763999,N,N,N
434,46870983,8NXE0088,Williams & Underwood Counsel,AGENT,An agent bank acts as a bank performing some specific duties on behalf of another party,CLOSED,2000-01-18,2012-06-02,2020-07-09,D,4313526,817924,949092,666996724,48060,5892087,N,N,N
799,15035408,0RQU0588,Parker & Smith Justice,TTEE,"In the case of the certificate of deposit, the trustee is most likely someone charged with taking care of the money until the person it is intended for comes of an age to receive it",ACTIVE,2015-11-29,2022-02-19,,G,6111330,709872,393769,495372911,91777,2670060,N,N,N
121,29783008,7BKF0681,Quinn & Martin Associates,TTEE,"In the case of the certificate of deposit, the trustee is most likely someone charged with taking care of the money until the person it is intended for comes of an age to receive it",CLOSED,2007-11-24,2010-01-01,2013-05-11,M,8477088,647924,373167,344116179,17390,6724239,N,N,N
539,46313714,2GCO0725,Quinn & Young Justice,AGENT,An agent bank acts as a bank performing some specific duties on behalf of another party,ACTIVE,1991-02-18,2015-04-16,,M,2902068,244041,127443,342388885,38282,9167588,N,N,N
493,68247819,2OKQ0574,Owens & Baker Partners,CREDIT,Credit Account,ACTIVE,2014-12-15,,,Bt,7309166,403855,961520,938440490,24458,4453302,N,N,N
473,38805296,0GTU0356,Zimmerman & Baker Solicitors,CREDIT,Credit Account,ACTIVE,1993-05-01,1999-07-14,,Bt,4594997,660261,281695,958882208,86669,9444910,N,N,N
253,56014322,5BSO0691,Zimmerman & Smith Associates,AFF,Available Funds File,ACTIVE,2012-10-22,2019-05-05,,I,9256174,930524,413651,296205106,46137,1794672,N,N,N
467,63866075,8XBE0600,Nelson & Williams Counselors,TRADR,Trader credential account,ACTIVE,2015-01-29,2019-04-01,,Bt,9260117,658232,690411,159600095,59054,6588807,N,N,N
